,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
90,abort,0.3,0,@b$t,V,2,4,2,False,0,-5.274375596301741,5.274375596301741
91,abortion,1.3,2,@b$SH,N,3,5,2,False,0,-5.480890490372913,5.480890490372913
92,abortionist,0.0,2,@b$SHIst,N,4,8,3,False,0,-6.503960209309683,6.503960209309683
93,abortive,0.48,2,@b$tIv,A,3,6,3,False,0,-6.2516585994599545,6.2516585994599545
94,abortively,0.0,2,@b$tIvlI,ADV,4,8,4,False,0,-6.548988633779598,6.548988633779598
95,abound,0.7,0,@b6nd,V,2,5,2,False,0,-5.578876369565322,5.578876369565322
98,about,2.54,1,@b6t,ADV,2,4,2,False,3,-4.441925487768362,4.441925487768362
99,about,3.33,1,@b6t,PREP,2,4,2,False,3,-4.441925487768362,4.441925487768362
100,about,0.0,1,@b6t,A,2,4,2,False,3,-4.441925487768362,4.441925487768362
104,above,1.6,1,@bVv,ADV,2,4,2,False,3,-5.057063567613237,5.057063567613237
105,above,2.23,1,@bVv,PREP,2,4,2,False,3,-5.057063567613237,5.057063567613237
106,above,0.95,1,@bVv,A,2,4,2,False,3,-5.057063567613237,5.057063567613237
107,above,0.6,1,@bVv,N,2,4,2,False,3,-5.057063567613237,5.057063567613237
109,aboveboard,0.0,2,@bVvb$d,A,3,7,3,False,0,-5.831244199627876,5.831244199627876
114,abracadabra,0.0,1,{br@k@d{br@,N,5,11,5,False,1,-12.90639628993112,12.90639628993112
115,abracadabra,0.0,0,{br@k@d{br@,I,5,11,5,False,1,-12.90639628993112,12.90639628993112
116,abrade,0.0,0,@br1d,V,2,5,2,False,0,-5.9840461309120965,5.9840461309120965
117,abrasion,0.0,2,@br1ZH,N,3,6,2,False,0,-6.503179131025731,6.503179131025731
118,abrasive,0.0,1,@br1sIv,N,3,7,3,False,1,-6.452792516140757,6.452792516140757
119,abrasive,0.3,2,@br1sIv,A,3,7,3,False,1,-6.452792516140757,6.452792516140757
120,abrasively,0.0,2,@br1sIvlI,ADV,4,9,4,False,0,-6.62583484872694,6.62583484872694
121,abreast,0.3,2,@brEst,ADV,2,6,2,False,0,-6.397962176628782,6.397962176628782
122,abridge,0.0,0,@brI_,V,2,5,2,False,0,-5.316833827338751,5.316833827338751
123,abridgment,0.0,2,@brI_m@nt,N,3,9,3,False,0,-6.976831507483986,6.976831507483986
124,abroad,1.63,2,@br$d,ADV,2,5,2,False,0,-5.7597964109377076,5.7597964109377076
125,abrogate,0.0,0,{br5g1t,V,3,7,3,False,0,-6.823351900681946,6.823351900681946
126,abrogation,0.0,2,{br5g1SH,N,4,8,3,False,0,-6.846397083614742,6.846397083614742
127,abrupt,0.85,0,@brVpt,A,2,6,2,False,0,-5.876009468866925,5.876009468866925
128,abruptly,1.26,2,@brVptlI,ADV,3,8,3,False,0,-6.4861719103461395,6.4861719103461395
129,abruptness,0.0,2,@brVptnIs,N,3,9,3,False,0,-6.46705808262037,6.46705808262037
130,abscess,0.0,0,{bsIs,N,2,5,2,False,0,-5.176660502192361,5.176660502192361
131,abscond,0.0,0,@bskQnd,V,2,7,2,False,0,-7.399207031394624,7.399207031394624
132,absence,1.61,2,{bs@ns,N,2,6,2,False,0,-4.880845777067214,4.880845777067214
134,absent,0.0,1,{bsEnt,V,2,6,2,False,0,-6.336910754869006,6.336910754869006
135,absent,1.11,0,{bs@nt,A,2,6,2,False,0,-4.746571099655319,4.746571099655319
136,absentee,0.3,2,{bs@nti,N,3,7,3,False,0,-7.200139701960962,7.200139701960962
137,absenteeism,0.0,2,{bs@ntiIz@m,N,5,11,5,False,0,-8.318363786276093,8.318363786276093
138,absently,0.3,2,{bs@ntlI,ADV,3,8,3,False,0,-5.4744505649608755,5.4744505649608755
142,absinth,0.0,1,{bsInT,N,2,6,2,False,0,-7.409765729844136,7.409765729844136
143,absolute,1.62,0,{bs@lut,A,3,7,3,False,0,-5.7146684077120975,5.7146684077120975
144,absolutely,1.92,2,{bs@lutlI,ADV,4,9,4,False,0,-6.43109572615663,6.43109572615663
145,absoluteness,0.0,2,{bs@lutnIs,N,4,10,4,False,0,-6.34807821547042,6.34807821547042
147,absolution,0.0,2,{bs@luSH,N,4,8,3,False,0,-5.489975722328736,5.489975722328736
148,absolutism,0.0,2,{bs@lutIz@m,N,5,11,5,False,0,-7.783889664788461,7.783889664788461
149,absolve,0.3,0,@bzQlv,V,2,6,2,False,0,-5.352537505514371,5.352537505514371
150,absorb,1.58,0,@bs$b,V,2,5,2,False,0,-5.097550201488191,5.097550201488191
151,absorbent,0.0,1,@bs$b@nt,N,3,8,3,False,1,-6.86998631965886,6.86998631965886
152,absorbent,0.0,2,@bs$b@nt,A,3,8,3,False,1,-6.86998631965886,6.86998631965886
153,absorbing,0.0,1,@bs$bIN,A,3,7,3,False,0,-6.285186928993696,6.285186928993696
154,absorption,0.6,2,@bs$pSH,N,3,7,2,False,0,-5.433911247469043,5.433911247469043
155,abstain,0.6,0,@bst1n,V,2,6,2,False,0,-6.377172309835563,6.377172309835563
156,abstainer,0.0,2,@bst1n@R,N,3,8,3,False,0,-6.939493700470942,6.939493700470942
157,abstemious,0.0,0,{bstimj@s,A,3,9,3,False,0,-7.241336586206645,7.241336586206645
158,abstemiously,0.0,2,{bstimj@slI,ADV,4,11,4,False,0,-7.448631801421014,7.448631801421014
159,abstemiousness,0.0,2,{bstimj@snIs,N,4,12,4,False,0,-7.66173911473988,7.66173911473988
160,abstention,0.0,2,@bstEnSH,N,3,8,2,False,0,-6.5124336201985695,6.5124336201985695
161,abstinence,0.3,2,{bstIn@ns,N,3,9,3,False,0,-8.049662685820053,8.049662685820053
162,abstinent,0.0,2,{bstIn@nt,A,3,9,3,False,0,-7.755706395834889,7.755706395834889
163,abstract,0.48,1,{bstr{kt,N,2,8,2,False,3,-6.511166569383567,6.511166569383567
164,abstract,0.0,1,{bstr{kt,V,2,8,2,False,3,-6.511166569383567,6.511166569383567
165,abstract,0.0,1,{bstr{kt,V,2,8,2,False,3,-6.511166569383567,6.511166569383567
166,abstract,1.34,0,{bstr{kt,A,2,8,2,False,3,-6.511166569383567,6.511166569383567
167,abstracted,0.0,1,{bstr{ktId,A,3,10,3,False,0,-7.489889627653133,7.489889627653133
168,abstractedly,0.0,2,{bstr{ktIdlI,ADV,4,12,4,False,0,-8.196861849653663,8.196861849653663
169,abstraction,0.85,2,{bstr{kSH,N,3,9,2,False,0,-6.558617162892309,6.558617162892309
170,abstruse,0.0,0,{bstrus,A,2,7,2,False,0,-7.230167380274379,7.230167380274379
171,abstrusely,0.0,2,{bstruslI,ADV,3,9,3,False,0,-7.495838675805377,7.495838675805377
172,abstruseness,0.0,2,{bstrusnIs,N,3,10,3,False,0,-7.518569545305907,7.518569545305907
173,absurd,1.4,0,@bs3d,A,2,5,2,False,0,-4.776417365516537,4.776417365516537
174,absurdity,0.85,2,@bs3d@tI,N,4,8,4,False,0,-6.41462295789948,6.41462295789948
175,absurdly,0.48,2,@bs3dlI,ADV,3,7,3,False,0,-5.358132847950149,5.358132847950149
176,abundance,0.85,2,@bVnd@ns,N,3,8,3,False,0,-6.231279048614599,6.231279048614599
177,abundant,0.95,2,@bVnd@nt,A,3,8,3,False,0,-5.953105415785689,5.953105415785689
178,abundantly,0.6,2,@bVnd@ntlI,ADV,4,10,4,False,0,-6.680984881091247,6.680984881091247
179,abuse,1.23,1,@bjus,N,2,5,2,False,0,-5.543998983722432,5.543998983722432
180,abuse,0.85,2,@bjuz,V,2,5,2,False,0,-5.863610558749272,5.863610558749272
181,abusive,0.3,2,@bjusIv,A,3,7,3,False,0,-6.50967565587182,6.50967565587182
182,abusively,0.0,2,@bjusIvlI,ADV,4,9,4,False,0,-6.682717988458002,6.682717988458002
183,abutment,0.0,2,@bVtm@nt,N,3,8,3,False,0,-7.216758540012574,7.216758540012574
185,abysmal,0.0,0,@bIzmP,A,3,6,2,False,0,-7.539306721341902,7.539306721341902
186,abysmally,0.0,2,@bIzm@lI,ADV,4,8,4,False,0,-8.55449649048368,8.55449649048368
187,abyss,0.6,0,@bIs,N,2,4,2,False,0,-6.496246501807561,6.496246501807561
188,A/C,0.0,0,1si,,2,3,2,False,0,-4.4739251979459445,4.4739251979459445
189,acacia,0.3,0,@k1S@,N,3,5,3,False,0,-6.873044367347392,6.873044367347392
190,academic,1.04,1,{k@dEmIk,N,4,8,4,False,1,-7.689031921491062,7.689031921491062
191,academic,1.66,2,{k@dEmIk,A,4,8,4,False,1,-7.689031921491062,7.689031921491062
192,academically,0.3,2,{k@dEmIk@lI,ADV,6,11,6,False,0,-8.33335970724758,8.33335970724758
193,academicals,0.0,3,{k@dEmIkPz,N,5,10,4,False,0,-9.878100737698093,9.878100737698093
194,academician,0.0,2,@k{d@mISH,N,5,9,4,False,0,-8.04861869403593,8.04861869403593
195,academy,1.04,0,@k{d@mI,N,4,7,4,False,0,-6.984785122607411,6.984785122607411
196,acc.,0.0,0,1sisi,,3,5,3,False,0,-6.187325564664617,6.187325564664617
197,accede,0.3,0,{ksid,V,2,5,2,False,0,-5.385164337781697,5.385164337781697
198,accelerando,0.0,1,@ksEl@r{nd5,N,5,11,5,False,0,-10.889441806269112,10.889441806269112
199,accelerando,0.0,0,@JEl@r{nd5,A,5,10,5,False,0,-11.500942573025371,11.500942573025371
200,accelerando,0.0,1,{ksEl@r{nd5,ADV,5,11,5,False,0,-11.507602403590202,11.507602403590202
201,accelerate,1.18,0,@ksEl@r1t,V,4,9,4,False,0,-7.5679225402833,7.5679225402833
202,acceleration,0.9,2,@ksEl@r1SH,N,5,10,4,False,0,-7.447006183046939,7.447006183046939
203,accelerator,0.3,2,@ksEl@r1t@R,N,5,11,5,False,0,-8.275854518001546,8.275854518001546
204,accent,1.48,0,{ksEnt,N,2,6,2,False,1,-6.479282907930917,6.479282907930917
205,accent,0.3,1,{ksEnt,V,2,6,2,False,1,-6.479282907930917,6.479282907930917
206,accentuate,0.6,2,{ksEntjU1t,V,4,10,4,False,0,-9.226272699114247,9.226272699114247
207,accentuation,0.0,2,{ksEntjU1SH,N,5,11,4,False,0,-9.24185963944578,9.24185963944578
208,accept,2.32,0,@ksEpt,V,2,6,2,False,0,-5.399113844496774,5.399113844496774
209,acceptability,0.0,2,@ksEpt@bIl@tI,N,6,13,6,False,0,-6.958543675482707,6.958543675482707
210,acceptable,1.46,2,@ksEpt@bP,A,4,9,3,False,0,-5.7500860815945325,5.7500860815945325
211,acceptably,0.0,2,@ksEpt@blI,ADV,4,10,4,False,0,-6.217998296073532,6.217998296073532
212,acceptance,1.36,2,@ksEpt@ns,N,3,9,3,False,0,-7.706381795585607,7.706381795585607
213,acceptation,0.0,2,{ksEpt1SH,N,4,9,3,False,0,-7.21462879353157,7.21462879353157
214,access,1.62,0,{ksEs,N,2,5,2,False,0,-5.427853367702491,5.427853367702491
215,accessibility,0.3,2,@ksEs@bIl@tI,N,6,12,6,False,0,-7.030923685506455,7.030923685506455
216,accessible,0.95,2,@ksEs@bP,A,4,8,3,False,0,-5.943809311171821,5.943809311171821
217,accession,0.0,2,{ksESH,N,3,6,2,False,0,-5.991092171595794,5.991092171595794
218,accessory,0.48,2,@ksEs@rI,N,4,8,4,False,0,-6.774125911995908,6.774125911995908
219,accidence,0.0,2,{ksId@ns,N,3,8,3,False,0,-6.513200727433689,6.513200727433689
220,accident,1.85,0,{ksId@nt,N,3,8,3,False,0,-6.235027094604779,6.235027094604779
221,accidental,0.95,2,{ksIdEntP,A,4,9,3,False,0,-7.602848907080002,7.602848907080002
222,accidentally,0.85,2,{ksIdEnt@lI,ADV,5,11,5,False,0,-8.459146535241954,8.459146535241954
224,acclaim,0.3,1,@kl1m,N,2,5,2,False,1,-5.221841851470782,5.221841851470782
225,acclaim,0.3,2,@kl1m,V,2,5,2,False,1,-5.221841851470782,5.221841851470782
226,acclamation,0.0,2,{kl@m1SH,N,4,8,3,False,0,-6.900770232681874,6.900770232681874
227,acclimate,0.0,2,{klIm1t,V,3,7,3,False,0,-8.50599577336263,8.50599577336263
228,acclimation,0.0,2,{kl2m1SH,N,4,8,3,False,0,-7.220938537112092,7.220938537112092
229,acclimatization,0.0,2,@kl2m@t2z1SH,N,6,12,5,False,0,-8.518738437545087,8.518738437545087
230,acclimatize,0.0,3,@kl2m@t2z,V,4,9,4,False,0,-8.067123728756693,8.067123728756693
231,acclivity,0.0,0,@klIv@tI,N,4,8,4,False,0,-7.489885533377319,7.489885533377319
232,accolade,0.0,0,{k5l1d,N,3,6,3,False,0,-7.812599708466749,7.812599708466749
233,accommodate,1.18,0,@kQm@d1t,V,4,8,4,False,0,-7.306198263284291,7.306198263284291
234,accommodating,0.0,1,@kQm@d1tIN,A,5,10,5,False,0,-8.644332802116287,8.644332802116287
235,accommodatingly,0.0,2,@kQm@d1tINlI,ADV,6,12,6,False,0,-9.085052731672842,9.085052731672842
236,accommodation,1.53,2,@kQm@d1SH,N,5,9,4,False,0,-6.983676271947704,6.983676271947704
237,accommodations,0.0,1,@kQm@d1SHz,N,5,10,4,False,0,-8.689607871517737,8.689607871517737
238,accompaniment,0.6,2,@kVmp@nIm@nt,N,5,12,5,False,0,-9.61067033482659,9.61067033482659
239,accompanist,0.0,2,@kVmp@nIst,N,4,10,4,False,0,-9.026945963987176,9.026945963987176
240,accompany,1.68,2,@kVmp@nI,V,4,8,4,False,0,-7.57103435316656,7.57103435316656
241,accomplice,0.48,0,@kVmplIs,N,3,8,3,False,0,-7.3789654147313435,7.3789654147313435
242,accomplish,1.18,0,@kVmplIS,V,3,8,3,False,0,-8.317972546841556,8.317972546841556
243,accomplished,0.6,1,@kVmplISt,A,3,9,3,False,0,-9.736588448514448,9.736588448514448
245,accomplishment,0.7,2,@kVmplISm@nt,N,4,12,4,False,0,-9.591355507774537,9.591355507774537
246,accord,0.78,1,@k$d,N,2,4,2,False,1,-4.887708213933359,4.887708213933359
247,accord,2.05,1,@k$d,V,2,4,2,False,1,-4.887708213933359,4.887708213933359
248,accordance,0.85,2,@k$d@ns,N,3,7,3,False,0,-6.45439976331871,6.45439976331871
250,accordingly,1.15,3,@k$dINlI,ADV,4,8,4,False,0,-7.000848396379859,7.000848396379859
252,accordion,0.0,2,@k$dj@n,N,3,7,3,False,0,-6.334618535430198,6.334618535430198
253,accost,0.3,1,@kQst,V,2,5,2,False,0,-6.314034908096356,6.314034908096356
254,accouchement,0.0,0,@kuSmqN,N,3,7,3,False,0,-5.649119427308715,5.649119427308715
255,account,2.12,1,@k6nt,N,2,5,2,False,1,-4.688559515949175,4.688559515949175
256,account,1.53,1,@k6nt,V,2,5,2,False,1,-4.688559515949175,4.688559515949175
257,accountable,0.7,2,@k6nt@bP,A,4,8,3,False,0,-5.744233930566717,5.744233930566717
258,accountably,0.0,2,@k6nt@blI,ADV,4,9,4,False,0,-6.2121461450457165,6.2121461450457165
259,accountancy,0.48,2,@k6nt@nsI,N,4,9,4,False,0,-7.093086249834631,7.093086249834631
260,accountant,1.04,2,@k6nt@nt,N,3,8,3,False,0,-5.957420707600374,5.957420707600374
262,accoutrements,0.0,0,@kut@m@nts,N,4,10,4,False,0,-10.432681133693432,10.432681133693432
263,accredit,0.0,2,@krEdIt,V,3,7,3,False,0,-7.117118145897525,7.117118145897525
264,accredited,0.0,1,@krEdItId,A,4,9,4,False,0,-8.560589016103085,8.560589016103085
265,accrete,0.0,1,@krit,V,2,5,2,False,0,-6.336644718777433,6.336644718777433
266,accretion,0.0,2,{kriSH,N,3,6,2,False,0,-6.8102029594158395,6.8102029594158395
267,accrue,0.6,1,@kru,V,2,4,2,False,0,-5.884846764996134,5.884846764996134
268,accumulate,1.2,0,@kjumjUl1t,V,4,10,4,False,0,-6.49674820864494,6.49674820864494
269,accumulation,0.85,2,@kjumjUl1SH,N,5,11,4,False,0,-6.4936436658765535,6.4936436658765535
270,accumulative,0.0,2,@kjumjUl@tIv,A,5,12,5,False,0,-7.845325869982571,7.845325869982571
271,accumulatively,0.0,2,@kjumjUl@tIvlI,ADV,6,14,6,False,0,-8.142655904302215,8.142655904302215
272,accumulator,0.0,2,@kjumjUl1t@R,N,5,12,5,False,0,-7.263159688833171,7.263159688833171
273,accuracy,1.11,2,{kjUr@sI,N,4,8,4,False,0,-7.39500068753164,7.39500068753164
274,accurate,1.32,0,{kjUr@t,A,3,7,3,False,0,-6.538875076317222,6.538875076317222
275,accurately,1.08,2,{kjUr@tlI,ADV,4,9,4,False,0,-7.100837898385494,7.100837898385494
276,accursed,0.0,0,@k3sId,A,3,6,3,False,0,-6.385682585317625,6.385682585317625
277,accursedly,0.0,2,@k3sIdlI,ADV,4,8,4,False,0,-6.501435231144644,6.501435231144644
278,accurst,0.0,0,@k3st,A,2,5,2,False,0,-5.282136266600023,5.282136266600023
279,accusation,1.08,2,{kjuz1SH,N,4,8,3,False,0,-7.8427429521099405,7.8427429521099405
280,accusative,0.0,1,@kjuz@tIv,N,4,9,4,False,1,-7.75120184641465,7.75120184641465
281,accusative,0.0,2,@kjuz@tIv,A,4,9,4,False,1,-7.75120184641465,7.75120184641465
282,accuse,1.56,1,@kjuz,V,2,5,2,False,0,-5.034367273923635,5.034367273923635
283,accused,0.3,1,@kjuzd,A,2,6,2,False,1,-5.611586531412511,5.611586531412511
284,accused,0.6,1,@kjuzd,N,2,6,2,False,1,-5.611586531412511,5.611586531412511
285,accuser,0.3,2,@kjuz@R,N,3,7,3,False,0,-5.8556861032701235,5.8556861032701235
286,accusing,0.0,1,@kjuzIN,A,3,7,3,False,0,-5.976891932971501,5.976891932971501
287,accusingly,0.0,2,@kjuzINlI,ADV,4,9,4,False,0,-6.2636034657041355,6.2636034657041355
288,accustom,0.0,2,@kVst@m,V,3,7,3,False,0,-7.157457659430033,7.157457659430033
289,accustomed,1.3,1,@kVst@md,A,3,8,3,False,0,-8.37072081104913,8.37072081104913
290,ace,0.7,1,1s,N,1,2,1,False,0,-4.560366505879706,4.560366505879706
291,acerbic,0.0,0,@s3bIk,A,3,6,3,False,0,-6.214141618092517,6.214141618092517
292,acerbity,0.0,2,@s3b@tI,N,4,7,4,False,0,-6.30289954342889,6.30289954342889
293,acetate,0.0,0,{sIt1t,N,3,6,3,False,0,-6.194725531208727,6.194725531208727
294,acetic,0.0,0,@sitIk,A,3,6,3,False,0,-8.361279155438154,8.361279155438154
296,acetyl,0.0,1,{sItIl,N,3,6,3,False,0,-7.89392019416333,7.89392019416333
297,acetylene,0.0,2,@sEtIlin,N,4,8,4,False,0,-9.190027345420173,9.190027345420173
298,ache,0.7,1,1k,N,1,2,1,False,1,-4.567848721817199,4.567848721817199
299,ache,1.08,1,1k,V,1,2,1,False,1,-4.567848721817199,4.567848721817199
300,achievable,0.0,2,@Jiv@bP,A,4,7,3,False,0,-5.47979176665114,5.47979176665114
301,achieve,2.07,1,@Jiv,V,2,4,2,False,0,-4.725873362328115,4.725873362328115
302,achievement,1.6,2,@Jivm@nt,N,3,8,3,False,0,-5.355269097088604,5.355269097088604
303,Achilles,0.48,0,@kIliz,N,3,6,3,False,0,-7.864901510217256,7.864901510217256
306,achoo,0.0,0,@Ju,I,2,3,2,False,1,-4.7681991765180465,4.7681991765180465
307,acid,1.32,1,{sId,N,2,4,2,False,1,-5.798678535096506,5.798678535096506
308,acid,0.78,1,{sId,A,2,4,2,False,1,-5.798678535096506,5.798678535096506
309,acidic,0.0,2,@sIdIk,A,3,6,3,False,0,-7.084815865293271,7.084815865293271
310,acidify,0.0,2,@sIdIf2,V,4,7,4,False,0,-7.844966567911538,7.844966567911538
311,acidity,0.0,2,@sId@tI,N,4,7,4,False,0,-5.86515803562262,5.86515803562262
