Word\Cob\CobLog\CobS\CobSLog\CobW\CobWLog
a\413887\4.3631\32143\4.3966\381744\4.3604
a\422336\4.3719\32800\4.4054\389536\4.3691
A\422334\4.3719\32799\4.4054\389535\4.3691
a\8448\2.673\656\2.7067\7792\2.6702
AA\52\.4771\22\1.2304\30\.301
AA\95\.699\40\1.4914\55\.4771
AAs\0\0\0\0\0\0
abaci\0\0\0\0\0\0
aback\59\.4771\2\.301\57\.4771
abacus\8\0\0\0\8\0
abacuses\0\0\0\0\0\0
abaft\0\0\0\0\0\0
abaft\2\0\0\0\2\0
abandon\35\.301\1\0\34\.301
abandon\65\.6021\3\.301\62\.6021
abandoned\25\0\0\0\25\.301
abandoned\124\.8451\2\.301\122\.8451
abandoning\79\.6021\1\0\78\.699
abandonment\94\.699\1\0\93\.7782
abandons\16\0\2\.301\14\0
abase\0\0\0\0\0\0
abased\0\0\0\0\0\0
abasement\6\0\0\0\6\0
abases\1\0\0\0\1\0
abash\0\0\0\0\0\0
abashed\3\0\0\0\3\0
abashes\0\0\0\0\0\0
abashing\0\0\0\0\0\0
abasing\1\0\0\0\1\0
abate\2\0\0\0\2\0
abated\5\0\0\0\5\0
abatement\13\0\0\0\13\0
abates\3\0\0\0\3\0
abating\6\0\0\0\6\0
abattoir\15\0\0\0\15\0
abattoirs\13\0\0\0\13\0
abbe\14\0\0\0\14\0
abbes\0\0\0\0\0\0
abbess\52\.4771\0\0\52\.4771
abbesses\0\0\0\0\0\0
abbey\176\1\3\.301\173\1
abbeys\5\0\0\0\5\0
abbot\34\.301\0\0\34\.301
abbots\9\0\0\0\9\0
abbreviate\1\0\0\0\1\0
abbreviated\6\0\0\0\6\0
abbreviates\0\0\0\0\0\0
abbreviating\1\0\0\0\1\0
abbreviation\12\0\0\0\12\0
abbreviations\2\0\0\0\2\0
ABC\26\0\4\.4771\22\0
ABCs\1\0\0\0\1\0
ABC's\2\0\0\0\2\0
abdicate\4\0\1\0\3\0
