,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
0,a,4.36,1,1,ART,1,1,1,False,6,-2.6915308326007006,2.6915308326007006
1,a,4.37,1,1,N,1,1,1,False,6,-2.6915308326007006,2.6915308326007006
2,a,2.67,0,1,,1,1,1,False,6,-2.6915308326007006,2.6915308326007006
3,A,4.37,0,1,,1,1,1,False,6,-2.6915308326007006,2.6915308326007006
4,AA,0.48,1,11,N,2,2,2,False,1,-4.479133668349261,4.479133668349261
5,AA,0.7,0,11,,2,2,2,False,1,-4.479133668349261,4.479133668349261
6,aback,0.48,2,@b{k,ADV,2,4,2,False,0,-6.841455371523008,6.841455371523008
7,abacus,0.0,0,{b@k@s,N,3,6,3,False,0,-9.2647414489906,9.2647414489906
8,abaft,0.0,1,@b#ft,ADV,2,5,2,False,1,-8.994192015811523,8.994192015811523
9,abaft,0.0,2,@b#ft,PREP,2,5,2,False,1,-8.994192015811523,8.994192015811523
10,abandon,0.3,1,@b{nd@n,N,3,7,3,False,1,-10.686725827201313,10.686725827201313
11,abandon,1.73,1,@b{nd@n,V,3,7,3,False,1,-10.686725827201313,10.686725827201313
12,abandoned,0.0,1,@b{nd@nd,A,3,8,3,False,0,-12.21150943254017,12.21150943254017
13,abandonment,0.7,2,@b{nd@nm@nt,N,4,11,4,False,0,-15.909533105395177,15.909533105395177
14,abase,0.0,0,@b1s,V,2,4,2,False,0,-6.814942933943323,6.814942933943323
15,abasement,0.0,2,@b1sm@nt,N,3,8,3,False,0,-12.037750212137187,12.037750212137187
16,abash,0.0,0,@b{S,V,2,4,2,False,0,-7.365678013865656,7.365678013865656
17,abate,0.3,0,@b1t,V,2,4,2,False,0,-6.802959282316465,6.802959282316465
18,abatement,0.0,2,@b1tm@nt,N,3,8,3,False,0,-12.025766560510329,12.025766560510329
19,abattoir,0.3,0,{b@tw#R,N,3,7,3,False,0,-12.94776787819743,12.94776787819743
20,abbe,0.0,1,{b1,N,2,3,2,False,0,-6.0686562559716,6.0686562559716
21,abbess,0.48,0,{bEs,N,2,4,2,False,0,-7.187674275584999,7.187674275584999
22,abbey,1.0,1,{bI,N,2,3,2,False,0,-5.286299064835415,5.286299064835415
23,abbot,0.3,1,{b@t,N,2,4,2,False,0,-6.692355846063775,6.692355846063775
24,abbreviate,0.3,0,@brivI1t,V,4,8,4,False,0,-13.11094673168837,13.11094673168837
25,abbreviation,0.0,2,@brivI1SH,N,5,9,4,False,0,-15.909718072557842,15.909718072557842
26,ABC,0.3,1,1bisi,N,3,5,3,False,0,-9.57765735369609,9.57765735369609
27,abdicate,0.3,0,{bdIk1t,V,3,7,3,False,0,-11.200059549686415,11.200059549686415
28,abdication,0.3,2,{bdIk1SH,N,4,8,3,False,0,-13.998830890555887,13.998830890555887
29,abdomen,0.78,0,{bd@mEn,N,3,7,3,False,0,-11.471006989186511,11.471006989186511
30,abdominal,0.85,2,{bdQmInP,A,4,8,3,False,0,-13.581051397541705,13.581051397541705
31,abduct,0.0,0,@bdVkt,V,2,6,2,False,0,-9.858462962946076,9.858462962946076
32,abduction,0.0,2,{bdVkSH,N,3,7,2,False,0,-13.149068536622858,13.149068536622858
33,abeam,0.0,2,@bim,ADV,2,4,2,False,0,-7.319384598858374,7.319384598858374
34,abed,0.0,2,@bEd,A,2,4,2,False,0,-6.982502737337512,6.982502737337512
35,aberrant,0.0,2,{bEr@nt,A,3,7,3,False,0,-10.999951468013068,10.999951468013068
36,aberration,0.48,0,{b@r1SH,N,4,7,3,False,0,-12.662546465917025,12.662546465917025
37,abet,0.3,1,@bEt,V,2,4,2,False,0,-6.68385639115083,6.68385639115083
38,abettor,0.0,2,@bEt@R,N,3,6,3,False,0,-9.827821684635309,9.827821684635309
39,abeyance,0.0,2,@b1@ns,N,3,6,3,False,0,-9.25538733476303,9.25538733476303
40,abeyant,0.0,0,@b1@nt,A,3,6,3,False,0,-9.243403683136172,9.243403683136172
41,abhor,0.3,0,@bh$R,V,2,5,2,False,0,-10.046523535664768,10.046523535664768
42,abhorrence,0.0,2,@bhQr@ns,N,3,8,3,False,0,-12.89032649405561,12.89032649405561
43,abhorrent,0.0,2,@bhQr@nt,A,3,8,3,False,0,-12.878342842428752,12.878342842428752
45,abide,0.7,0,@b2d,V,2,4,2,False,0,-7.223119080808146,7.223119080808146
47,abiding,0.3,1,@b2dIN,A,3,6,3,False,0,-10.343230803475358,10.343230803475358
48,abilities,0.0,1,@bIl@tIz,N,4,8,4,False,0,-11.51431656266897,11.51431656266897
49,ability,1.94,2,@bIl@tI,N,4,7,4,False,0,-9.520298016737597,9.520298016737597
51,abject,0.48,0,{b_Ekt,A,2,6,2,False,0,-10.695110778417398,10.695110778417398
52,abjection,0.0,2,{b_EkSH,N,3,7,2,False,0,-13.49388211928687,13.49388211928687
53,abjectly,0.0,2,{b_EktlI,ADV,3,8,3,False,0,-13.009641537286155,13.009641537286155
54,abjuration,0.0,2,{b_9r1SH,N,4,8,3,False,0,-16.36758653097578,16.36758653097578
55,abjure,0.0,0,@b_9R,V,2,5,2,False,0,-10.638224545958964,10.638224545958964
56,ablative,0.0,1,{bl@tIv,N,3,7,3,False,1,-10.95187217323618,10.95187217323618
57,ablative,0.0,0,{bl@tIv,A,3,7,3,False,1,-10.95187217323618,10.95187217323618
58,ablaut,0.0,0,{bl6t,N,2,5,2,False,0,-9.292665159726125,9.292665159726125
59,ablaze,0.0,2,@bl1z,A,2,5,2,False,1,-8.880125683352047,8.880125683352047
60,ablaze,0.0,1,@bl1z,ADV,2,5,2,False,1,-8.880125683352047,8.880125683352047
61,able,2.52,1,1bP,A,2,3,1,False,0,-6.520414940131722,6.520414940131722
65,ablution,0.0,0,@bluSH,N,3,6,2,False,0,-11.194516773879052,11.194516773879052
66,ablutions,0.0,1,@bluSHz,N,3,7,2,False,0,-13.188535319810425,13.188535319810425
67,ably,0.6,2,1blI,ADV,2,4,2,False,0,-6.706187615344486,6.706187615344486
68,abnegate,0.0,2,{bnIg1t,V,3,7,3,False,0,-11.523626378001158,11.523626378001158
69,abnegation,0.0,2,{bnIg1SH,N,4,8,3,False,0,-14.32239771887063,14.32239771887063
70,abnormal,0.78,2,{bn$mP,A,3,6,2,False,0,-11.310800817237673,11.310800817237673
71,abnormality,0.3,2,{bn$m{l@tI,N,5,10,5,False,0,-15.584875317787045,15.584875317787045
72,abnormally,0.3,2,{bn$m@lI,ADV,4,8,4,False,0,-12.681738659139,12.681738659139
73,abo,0.0,1,{b5,N,2,3,2,False,0,-6.178680125677889,6.178680125677889
74,aboard,0.85,2,@b$d,ADV,2,4,2,False,1,-7.403487253760099,7.403487253760099
75,aboard,0.95,1,@b$d,PREP,2,4,2,False,1,-7.403487253760099,7.403487253760099
76,abode,0.3,0,@b5d,N,2,4,2,False,0,-7.211629498209436,7.211629498209436
77,abolish,1.23,0,@bQlIS,V,3,6,3,False,0,-9.832915164596857,9.832915164596857
78,abolition,0.9,2,{b5lISH,N,4,7,3,False,0,-12.518119484568293,12.518119484568293
79,abolitionist,0.0,2,{b5lIS@nIst,N,5,11,5,False,0,-16.302618526863995,16.302618526863995
81,abominable,0.3,0,@bQmIn@bP,A,5,9,4,False,0,-14.44972474995913,14.44972474995913
83,abominably,0.0,2,@bQmIn@blI,ADV,5,10,5,False,0,-14.635497425171895,14.635497425171895
84,abominate,0.0,0,@bQmIn1t,V,4,8,4,False,0,-12.449415570640284,12.449415570640284
85,abomination,0.0,2,@bQmIn1SH,N,5,9,4,False,0,-15.248186911509755,15.248186911509755
86,aboriginal,0.0,1,{b@rI_@nP,N,5,9,4,False,1,-14.568666529082742,14.568666529082742
87,aboriginal,0.78,2,{b@rI_@nP,A,5,9,4,False,1,-14.568666529082742,14.568666529082742
88,aborigine,0.0,1,{b@rI_@nI,N,5,9,5,False,0,-13.445154090039125,13.445154090039125
89,Aborigine,0.6,1,{b@rI_InI,N,5,9,5,False,0,-13.265234567962938,13.265234567962938
90,abort,0.3,0,@b$t,V,2,4,2,False,0,-7.104840907573418,7.104840907573418
91,abortion,1.3,2,@b$SH,N,3,5,2,False,0,-9.903612248442888,9.903612248442888
92,abortionist,0.0,2,@b$SHIst,N,4,8,3,False,0,-13.37311606298647,13.37311606298647
93,abortive,0.48,2,@b$tIv,A,3,6,3,False,0,-10.055072120489442,10.055072120489442
94,abortively,0.0,2,@b$tIvlI,ADV,4,8,4,False,0,-12.3696028793582,12.3696028793582
95,abound,0.7,0,@b6nd,V,2,5,2,False,0,-9.045471392980263,9.045471392980263
98,about,2.54,1,@b6t,ADV,2,4,2,False,3,-7.491545812662432,7.491545812662432
99,about,3.33,1,@b6t,PREP,2,4,2,False,3,-7.491545812662432,7.491545812662432
100,about,0.0,1,@b6t,A,2,4,2,False,3,-7.491545812662432,7.491545812662432
104,above,1.6,1,@bVv,ADV,2,4,2,False,3,-7.677290882147284,7.677290882147284
105,above,2.23,1,@bVv,PREP,2,4,2,False,3,-7.677290882147284,7.677290882147284
106,above,0.95,1,@bVv,A,2,4,2,False,3,-7.677290882147284,7.677290882147284
107,above,0.6,1,@bVv,N,2,4,2,False,3,-7.677290882147284,7.677290882147284
109,aboveboard,0.0,2,@bVvb$d,A,3,7,3,False,0,-12.991684972366684,12.991684972366684
114,abracadabra,0.0,1,{br@k@d{br@,N,5,11,5,False,1,-16.88132762008032,16.88132762008032
115,abracadabra,0.0,0,{br@k@d{br@,I,5,11,5,False,1,-16.88132762008032,16.88132762008032
116,abrade,0.0,0,@br1d,V,2,5,2,False,0,-8.485422071738364,8.485422071738364
117,abrasion,0.0,2,@br1ZH,N,3,6,2,False,0,-12.284965079100846,12.284965079100846
118,abrasive,0.0,1,@br1sIv,N,3,7,3,False,1,-11.148990590094565,11.148990590094565
119,abrasive,0.3,2,@br1sIv,A,3,7,3,False,1,-11.148990590094565,11.148990590094565
120,abrasively,0.0,2,@br1sIvlI,ADV,4,9,4,False,0,-13.463521348963322,13.463521348963322
121,abreast,0.3,2,@brEst,ADV,2,6,2,False,0,-9.305793745165081,9.305793745165081
122,abridge,0.0,0,@brI_,V,2,5,2,False,0,-8.32246464511117,8.32246464511117
123,abridgment,0.0,2,@brI_m@nt,N,3,9,3,False,0,-13.545271923305036,13.545271923305036
124,abroad,1.63,2,@br$d,ADV,2,5,2,False,0,-8.787303696995316,8.787303696995316
