,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
298,Abhang,2,&ph&N,2,5,2,False,0,-5.591678934553585,5.591678934553585
299,abhaengig,2,&phENIx,3,7,3,False,0,-4.629019553715809,4.629019553715809
300,Abhaengigkeit,2,&phENIxkWt,4,10,4,False,0,-5.477072444404199,5.477072444404199
301,Abhaengigkeitsverhaeltnis,3,&phENIxkW=fErhEltnIs,7,20,7,False,0,-13.006762979208057,13.006762979208057
302,abhaermen,2,&phErm@n,3,8,3,False,0,-7.236283138576147,7.236283138576147
303,abhaerten,2,&phErt@n,3,8,3,False,0,-7.539274203084894,7.539274203084894
304,Abhaertung,2,&phErtUN,3,8,3,False,0,-7.663912625252887,7.663912625252887
305,abhauen,2,&phB@n,3,6,3,False,0,-5.747711301746243,5.747711301746243
306,abheben,2,&pheb@n,3,7,3,False,0,-4.980697647704101,4.980697647704101
307,abhebern,2,&pheb@rn,3,8,3,False,0,-6.9162322994603755,6.9162322994603755
308,abheften,2,&phEft@n,3,8,3,False,0,-6.0409310342186915,6.0409310342186915
309,abhelfen,2,&phElf@n,3,8,3,False,0,-6.700271909410561,6.700271909410561
310,abhetzen,2,&phE=@n,3,7,3,False,0,-5.2678274878332045,5.2678274878332045
311,abheuern,2,&phX@rn,3,7,3,False,0,-5.921989333592168,5.921989333592168
312,Abhilfe,1,&phIlf@,3,7,3,False,0,-5.758040274566436,5.758040274566436
313,Abhitze,2,&phI=@,3,6,3,False,0,-5.874557272381481,5.874557272381481
314,abholen,2,&phol@n,3,7,3,False,0,-5.8340149092497375,5.8340149092497375
315,abhold,2,&phOlt,2,6,2,False,0,-6.226230781896726,6.226230781896726
316,Abholer,2,&phol@r,3,7,3,False,0,-7.026211058208099,7.026211058208099
317,abholzen,2,&phOl=@n,3,8,3,False,0,-5.912270799365761,5.912270799365761
318,Abholzung,2,&phOl=UN,3,8,3,False,0,-6.331358253326637,6.331358253326637
319,abhoeren,2,&ph7r@n,3,7,2,False,0,-5.858884494701564,5.858884494701564
320,abhorchen,2,&phOrx@n,3,8,3,False,0,-5.916994135266707,5.916994135266707
321,Abiogenese,0,&biogenez@,6,10,6,False,0,-9.215737267911619,9.215737267911619
322,abirren,2,&pIr@n,3,6,3,False,0,-6.35488970105231,6.35488970105231
323,Abitur,0,&bitur,3,6,3,False,0,-7.5712790489161685,7.5712790489161685
324,Abiturient,2,&bituriEnt,5,10,5,False,0,-10.838727851959247,10.838727851959247
325,Abiturientin,2,&bituriEntIn,6,12,6,False,0,-12.849338506858237,12.849338506858237
326,Abjudikation,2,&pjudik&=ion,6,12,6,False,0,-7.5046898454481905,7.5046898454481905
327,abjudizieren,2,&pjudi=ir@n,5,11,5,False,0,-6.717460949830256,6.717460949830256
328,abkaemmen,2,&pkEm@n,3,7,3,False,0,-5.782810609599854,5.782810609599854
329,abkaempfen,2,&pkEm8@n,3,8,3,False,0,-5.541488704648453,5.541488704648453
330,abkanzeln,2,&pk&n=@ln,3,9,3,False,0,-7.583011396508329,7.583011396508329
331,Abkanzelung,2,&pk&n=@lUN,4,10,4,False,0,-8.716327584856067,8.716327584856067
332,abkapiteln,2,&pk&pit@ln,4,10,4,False,0,-7.665014548572248,7.665014548572248
333,abkapseln,2,&pk&ps@ln,3,9,3,False,0,-7.045602235281806,7.045602235281806
334,Abkapselung,2,&pk&ps@lUN,4,10,4,False,0,-7.65047233780196,7.65047233780196
335,Abkapslung,2,&pk&pslUN,3,9,3,False,0,-8.219519727817307,8.219519727817307
336,abkarten,2,&pkart@n,3,8,3,False,0,-7.219388172821169,7.219388172821169
337,abkassieren,2,&pk&sir@n,4,9,4,False,0,-6.29326037351055,6.29326037351055
338,abkaufen,2,&pkBf@n,3,7,3,False,0,-5.796721712998348,5.796721712998348
339,abkehren,2,&pker@n,3,7,3,False,0,-5.678861342569786,5.678861342569786
340,Abkehr,1,&pker,2,5,2,False,0,-5.185867968673776,5.185867968673776
341,abkippen,2,&pkIp@n,3,7,3,False,0,-5.672374406665932,5.672374406665932
342,abklappern,2,&pkl&p@rn,3,9,3,False,0,-6.683656429135494,6.683656429135494
343,abklaeren,2,&pkl9r@n,3,8,2,False,0,-5.969931191365133,5.969931191365133
344,abklatschen,2,&pkl&J@n,3,8,3,False,0,-6.079524196152672,6.079524196152672
345,Abklatsch,1,&pkl&J,2,6,2,False,0,-6.101464051602602,6.101464051602602
346,abklemmen,2,&pklEm@n,3,8,3,False,0,-6.013124757854724,6.013124757854724
347,abklingen,2,&pklIN@n,3,8,3,False,0,-6.7620143034997255,6.7620143034997255
348,abklopfen,2,&pklO8@n,3,8,3,False,0,-5.592386264176022,5.592386264176022
349,abknabbern,2,&pkn&b@rn,3,9,3,False,0,-7.85979314900623,7.85979314900623
350,abknallen,2,&pkn&l@n,3,8,3,False,0,-6.048112453348225,6.048112453348225
351,abknappen,2,&pkn&p@n,3,8,3,False,0,-6.4848947410780875,6.4848947410780875
352,abknapsen,2,&pkn&ps@n,3,9,3,False,0,-6.802477244249864,6.802477244249864
353,abknicken,2,&pknIk@n,3,8,3,False,0,-6.937675243587155,6.937675243587155
354,abknoepfen,2,&pkn/8@n,3,8,3,False,0,-5.557933800074669,5.557933800074669
355,abkochen,2,&pkOx@n,3,7,3,False,0,-5.189803333788179,5.189803333788179
356,abkommen,2,&pkOm@n,3,7,3,False,1,-4.725438575043334,4.725438575043334
357,abkommandieren,2,&pkOm&ndir@n,5,12,5,False,0,-7.968748034074553,7.968748034074553
358,Abkomme,2,&pkOm@,3,6,3,False,0,-6.092416334402916,6.092416334402916
359,Abkommen,2,&pkOm@n,3,7,3,False,1,-4.725438575043334,4.725438575043334
360,Abkommenschaft,2,&pkOm@nS&ft,4,11,4,False,0,-7.026731332408249,7.026731332408249
361,abkoemmlich,2,&pk/mlIx,3,8,3,False,0,-4.781843457734223,4.781843457734223
362,Abkoemmling,2,&pk/mlIN,3,8,3,False,0,-5.966629865692041,5.966629865692041
363,abkoennen,2,&pk/n@n,3,7,3,False,0,-5.324075831973061,5.324075831973061
364,abkonterfeien,2,&pkOnt@rfW@n,5,12,5,False,0,-10.980473842628296,10.980473842628296
365,abkoppeln,2,&pkOp@ln,3,8,3,False,0,-5.754082991175586,5.754082991175586
366,abkragen,2,&pkrag@n,3,8,3,False,0,-6.3472537422746855,6.3472537422746855
367,abkratzen,2,&pkr&=@n,3,8,3,False,0,-6.930231945247863,6.930231945247863
368,abkriegen,2,&pkrig@n,3,8,3,False,0,-6.809372294377549,6.809372294377549
369,abkuehlen,2,&pkyl@n,3,7,3,False,0,-5.867188353559167,5.867188353559167
370,abkuendigen,2,&pkYndIg@n,4,10,4,False,0,-7.091098428447265,7.091098428447265
371,Abkunft,1,&pkUnft,2,7,2,False,0,-7.269014089458819,7.269014089458819
372,abkupfern,2,&pkU8@rn,3,8,3,False,0,-6.5698800218154645,6.5698800218154645
373,abkuerzen,2,&pkYr=@n,3,8,3,False,0,-4.7494367606062555,4.7494367606062555
374,Abkuerzung,2,&pkYr=UN,3,8,3,False,0,-5.313873392211174,5.313873392211174
375,Abkuerzungssprache,3,&pkYr=UNsSprax@,5,15,5,False,0,-9.680362511280359,9.680362511280359
376,Abkuerzungsverzeichnis,3,&pkYr=UNsfEr=WxnIs,6,18,6,False,0,-12.735339813160577,12.735339813160577
377,Abkuerzungszeichen,3,&pkYr=UNs=Wx@n,5,14,5,False,0,-8.903082810577768,8.903082810577768
378,abladen,2,&plad@n,3,7,3,False,0,-5.549925639835672,5.549925639835672
379,Abladeplatz,3,&plad@pl&=,4,10,4,False,0,-8.230717613664508,8.230717613664508
380,Ablader,2,&plad@r,3,7,3,False,0,-6.481236452062124,6.481236452062124
381,Abladung,2,&pladUN,3,7,3,False,0,-5.63115309642667,5.63115309642667
382,Ablage,1,&plag@,3,6,3,False,0,-5.2994138758530625,5.2994138758530625
383,ablagern,2,&plag@rn,3,8,3,False,0,-6.7301944150996516,6.7301944150996516
384,Ablagerung,2,&plag@rUN,4,9,4,False,0,-6.815238370134285,6.815238370134285
385,ablandig,3,&pl&ndIx,3,8,3,False,0,-7.774464794984514,7.774464794984514
386,ablassen,2,&pl&s@n,3,7,3,False,0,-5.6363222222633045,5.6363222222633045
387,Ablass,1,&pl&s,2,5,2,False,0,-5.712915471864369,5.712915471864369
388,Ablassbrief,2,&pl&sbrif,3,9,3,False,0,-9.602004130847005,9.602004130847005
389,Ablation,0,&pl&=ion,4,8,4,False,0,-4.74333026222569,4.74333026222569
390,Ablativ,0,&bl&tif,3,7,3,False,0,-6.981862190454423,6.981862190454423
391,Ablativus,0,&bl&tivUs,4,9,4,False,0,-10.739153968287168,10.739153968287168
392,ablaufen,2,&plBf@n,3,7,3,False,0,-5.059055195236079,5.059055195236079
393,Ablauf,1,&plBf,2,5,2,False,0,-4.800372446914491,4.800372446914491
394,Ablaufrinne,2,&plBfrIn@,4,9,4,False,0,-11.235034061230982,11.235034061230982
395,ablaugen,2,&plBg@n,3,7,3,False,0,-5.612940999695941,5.612940999695941
396,ablauten,2,&plBt@n,3,7,3,False,0,-6.012110237527472,6.012110237527472
397,Ablaut,2,&plBt,2,5,2,False,0,-5.231545925004573,5.231545925004573
398,ableben,2,&pleb@n,3,7,3,False,1,-5.34411460416838,5.34411460416838
399,Ableben,1,&pleb@n,3,7,3,False,1,-5.34411460416838,5.34411460416838
400,ablecken,2,&plEk@n,3,7,3,False,0,-5.650018794301695,5.650018794301695
401,abledern,2,&pled@rn,3,8,3,False,0,-6.628135451428788,6.628135451428788
402,ablegen,2,&pleg@n,3,7,3,False,0,-5.666389285512683,5.666389285512683
403,Ableger,2,&pleg@r,3,7,3,False,0,-6.69761073612532,6.69761073612532
404,ablehnen,2,&plen@n,3,7,3,False,0,-5.796476442895272,5.796476442895272
405,Ablehnung,2,&plenUN,3,7,3,False,0,-5.896728411281395,5.896728411281395
406,ableiern,2,&plW@rn,3,7,3,False,0,-6.4077171078386606,6.4077171078386606
407,ableisten,2,&plWst@n,3,8,3,False,0,-6.028405608663831,6.028405608663831
408,ableiten,2,&plWt@n,3,7,3,False,0,-5.766657339238125,5.766657339238125
409,Ableitung,2,&plWtUN,3,7,3,False,0,-5.649101225825015,5.649101225825015
410,Ableitungssilbe,3,&plWtUNszIlb@,5,13,5,False,0,-10.834161854294196,10.834161854294196
411,ablenken,2,&plENk@n,3,8,3,False,0,-6.245192366883882,6.245192366883882
412,Ablenkung,2,&plENkUN,3,8,3,False,0,-6.59612898261268,6.59612898261268
413,Ablenkungsmanoever,3,&plENkUNsm&n7v@r,6,16,5,False,0,-12.618900278183458,12.618900278183458
